fo250210_testNoCapa De-Embedded l1=5.0
Frequency GHz, DB[S11]
6.071,-9.64751e-009
6.072,-9.18947e-009
6.073,-8.7313e-009
6.074,-8.27301e-009
6.075,-7.81458e-009
6.076,-7.35603e-009
6.077,-6.89736e-009
6.078,-6.43856e-009
6.079,-5.97965e-009
6.08,-5.52062e-009
6.081,-5.06147e-009
6.082,-4.60221e-009
6.083,-4.14283e-009
6.084,-3.68335e-009
6.085,-3.22375e-009
6.086,-2.76406e-009
6.087,-2.30425e-009
6.088,-1.84435e-009
6.089,-1.38434e-009
6.09,-9.24233e-010
6.091,-4.64034e-010
6.092,-3.74063e-012
6.093,4.56655e-010
6.094,9.17135e-010
6.095,1.37771e-009
6.096,1.83836e-009
6.097,2.29911e-009
6.098,2.75993e-009
6.099,3.22084e-009
6.1,3.68182e-009
6.101,4.14289e-009
6.102,4.60403e-009
6.103,5.06524e-009
6.104,5.52653e-009
6.105,5.98789e-009
6.106,6.44931e-009
6.107,6.9108e-009
6.108,7.37236e-009
6.109,7.83397e-009
6.11,8.29565e-009
6.111,8.75739e-009
6.112,9.21918e-009
6.113,9.68103e-009
6.114,1.01429e-008
6.115,1.06049e-008
6.116,1.10669e-008
6.117,1.15289e-008
6.118,1.1991e-008
6.119,1.24532e-008
6.12,1.29153e-008
6.121,1.33776e-008
6.122,1.38398e-008
6.123,1.43021e-008
6.124,1.47644e-008
6.125,1.52268e-008
6.126,1.56892e-008
6.127,1.61516e-008
6.128,1.6614e-008
6.129,1.70765e-008
6.13,1.7539e-008
6.131,1.80015e-008
6.132,1.8464e-008
6.133,1.89266e-008
6.134,1.93892e-008
6.135,1.98517e-008
6.136,2.03143e-008
6.137,2.07769e-008
6.138,2.12395e-008
6.139,2.17021e-008
6.14,2.21647e-008
6.141,2.26274e-008
6.142,2.309e-008
6.143,2.35526e-008
6.144,2.40152e-008
6.145,2.44778e-008
6.146,2.49404e-008
6.147,2.5403e-008
6.148,2.58656e-008
6.149,2.63281e-008
6.15,2.67907e-008
6.151,2.72532e-008
6.152,2.77157e-008
6.153,2.81782e-008
6.154,2.86407e-008
6.155,2.91031e-008
6.156,2.95655e-008
6.157,3.00279e-008
6.158,3.04903e-008
6.159,3.09526e-008
6.16,3.14149e-008
6.161,3.18772e-008
6.162,3.23394e-008
6.163,3.28016e-008
6.164,3.32637e-008
6.165,3.37258e-008
6.166,3.41879e-008
6.167,3.46499e-008
6.168,3.51118e-008
6.169,3.55737e-008
6.17,3.60356e-008
6.171,3.64974e-008
6.172,3.69591e-008
6.173,3.74208e-008
6.174,3.78825e-008
6.175,3.8344e-008
6.176,3.88055e-008
6.177,3.9267e-008
6.178,3.97283e-008
6.179,4.01896e-008
6.18,4.06508e-008
6.181,4.1112e-008
6.182,4.15731e-008
6.183,4.20341e-008
6.184,4.2495e-008
6.185,4.29559e-008
6.186,4.34166e-008
6.187,4.38773e-008
6.188,4.43379e-008
6.189,4.47984e-008
6.19,4.52588e-008
6.191,4.57191e-008
6.192,4.61794e-008
6.193,4.66395e-008
6.194,4.70996e-008
6.195,4.75595e-008
6.196,4.80193e-008
6.197,4.84791e-008
6.198,4.89387e-008
6.199,4.93982e-008
6.2,4.98577e-008
6.201,5.0317e-008
6.202,5.07762e-008
6.203,5.12352e-008
6.204,5.16942e-008
6.205,5.21531e-008
6.206,5.26118e-008
6.207,5.30704e-008
6.208,5.35289e-008
6.209,5.39873e-008
6.21,5.44455e-008
6.211,5.49036e-008
6.212,5.53616e-008
6.213,5.58194e-008
6.214,5.62771e-008
6.215,5.67347e-008
6.216,5.71922e-008
6.217,5.76495e-008
6.218,5.81066e-008
6.219,5.85636e-008
6.22,5.90205e-008
6.221,5.94772e-008
6.222,5.99338e-008
6.223,6.03902e-008
6.224,6.08465e-008
6.225,6.13026e-008
6.226,6.17586e-008
6.227,6.22144e-008
6.228,6.26701e-008
6.229,6.31256e-008
6.23,6.35809e-008
6.231,6.4036e-008
6.232,6.4491e-008
6.233,6.49459e-008
6.234,6.54005e-008
6.235,6.5855e-008
6.236,6.63093e-008
6.237,6.67634e-008
6.238,6.72174e-008
6.239,6.76712e-008
6.24,6.81248e-008
6.241,6.85782e-008
6.242,6.90314e-008
6.243,6.94844e-008
6.244,6.99373e-008
6.245,7.03899e-008
6.246,7.08424e-008
6.247,7.12947e-008
6.248,7.17468e-008
6.249,7.21986e-008
6.25,7.26503e-008
6.251,7.31018e-008
6.252,7.35531e-008
6.253,7.40041e-008
6.254,7.4455e-008
6.255,7.49057e-008
6.256,7.53561e-008
6.257,7.58063e-008
6.258,7.62564e-008
6.259,7.67062e-008
6.26,7.71558e-008
6.261,7.76051e-008
6.262,7.80543e-008
6.263,7.85032e-008
6.264,7.89519e-008
6.265,7.94004e-008
6.266,7.98486e-008
6.267,8.02966e-008
6.268,8.07444e-008
6.269,8.1192e-008
6.27,8.16393e-008
6.271,8.20864e-008
6.272,8.25332e-008
6.273,8.29798e-008
6.274,8.34261e-008
6.275,8.38723e-008
6.276,8.43181e-008
6.277,8.47637e-008
6.278,8.52091e-008
6.279,8.56542e-008
6.28,8.60991e-008
6.281,8.65437e-008
6.282,8.6988e-008
6.283,8.74321e-008
6.284,8.78759e-008
6.285,8.83195e-008
6.286,8.87628e-008
6.287,8.92058e-008
6.288,8.96486e-008
6.289,9.00911e-008
6.29,9.05333e-008
6.291,9.09753e-008
6.292,9.1417e-008
6.293,9.18584e-008
6.294,9.22995e-008
6.295,9.27403e-008
6.296,9.31809e-008
6.297,9.36212e-008
6.298,9.40612e-008
6.299,9.45009e-008
6.3,9.49403e-008
6.301,9.53794e-008
6.302,9.58182e-008
6.303,9.62568e-008
6.304,9.6695e-008
6.305,9.7133e-008
6.306,9.75706e-008
6.307,9.80079e-008
6.308,9.8445e-008
6.309,9.88817e-008
6.31,9.93182e-008
6.311,9.97543e-008
6.312,1.0019e-007
6.313,1.00626e-007
6.314,1.01061e-007
6.315,1.01496e-007
6.316,1.0193e-007
6.317,1.02364e-007
6.318,1.02798e-007
6.319,1.03232e-007
6.32,1.03665e-007
6.321,1.04098e-007
6.322,1.04531e-007
6.323,1.04963e-007
6.324,1.05395e-007
6.325,1.05827e-007
6.326,1.06258e-007
6.327,1.06689e-007
6.328,1.07119e-007
6.329,1.0755e-007
6.33,1.0798e-007
6.331,1.08409e-007
6.332,1.08838e-007
6.333,1.09267e-007
6.334,1.09696e-007
6.335,1.10124e-007
6.336,1.10552e-007
6.337,1.10979e-007
6.338,1.11406e-007
6.339,1.11833e-007
6.34,1.1226e-007
6.341,1.12686e-007
6.342,1.13111e-007
6.343,1.13537e-007
6.344,1.13961e-007
6.345,1.14386e-007
6.346,1.1481e-007
6.347,1.15234e-007
6.348,1.15658e-007
6.349,1.16081e-007
6.35,1.16503e-007
6.351,1.16926e-007
6.352,1.17348e-007
6.353,1.17769e-007
6.354,1.1819e-007
6.355,1.18611e-007
6.356,1.19032e-007
6.357,1.19452e-007
6.358,1.19871e-007
6.359,1.2029e-007
6.36,1.20709e-007
6.361,1.21128e-007
6.362,1.21546e-007
6.363,1.21963e-007
6.364,1.22381e-007
6.365,1.22798e-007
6.366,1.23214e-007
6.367,1.2363e-007
6.368,1.24046e-007
6.369,1.24461e-007
6.37,1.24876e-007
6.371,1.2529e-007
6.372,1.25704e-007
6.373,1.26118e-007
6.374,1.26531e-007
6.375,1.26943e-007
6.376,1.27356e-007
6.377,1.27768e-007
6.378,1.28179e-007
6.379,1.2859e-007
6.38,1.29001e-007
6.381,1.29411e-007
6.382,1.2982e-007
6.383,1.3023e-007
6.384,1.30639e-007
6.385,1.31047e-007
6.386,1.31455e-007
6.387,1.31863e-007
6.388,1.3227e-007
6.389,1.32676e-007
6.39,1.33082e-007
6.391,1.33488e-007
6.392,1.33894e-007
6.393,1.34298e-007
6.394,1.34703e-007
6.395,1.35107e-007
6.396,1.3551e-007
6.397,1.35913e-007
6.398,1.36316e-007
6.399,1.36718e-007
6.4,1.3712e-007
6.401,1.37521e-007
6.402,1.37921e-007
6.403,1.38322e-007
6.404,1.38721e-007
6.405,1.39121e-007
6.406,1.3952e-007
6.407,1.39918e-007
6.408,1.40316e-007
6.409,1.40713e-007
6.41,1.4111e-007
6.411,1.41507e-007
6.412,1.41903e-007
6.413,1.42298e-007
6.414,1.42693e-007
6.415,1.43087e-007
6.416,1.43481e-007
6.417,1.43875e-007
6.418,1.44268e-007
6.419,1.4466e-007
6.42,1.45052e-007
6.421,1.45444e-007
6.422,1.45835e-007
6.423,1.46226e-007
6.424,1.46616e-007
6.425,1.47005e-007
6.426,1.47394e-007
6.427,1.47783e-007
6.428,1.4817e-007
6.429,1.48558e-007
6.43,1.48945e-007
6.431,1.49331e-007
6.432,1.49717e-007
6.433,1.50103e-007
6.434,1.50488e-007
6.435,1.50872e-007
6.436,1.51256e-007
6.437,1.51639e-007
6.438,1.52022e-007
6.439,1.52404e-007
6.44,1.52786e-007
6.441,1.53167e-007
6.442,1.53548e-007
6.443,1.53928e-007
6.444,1.54307e-007
6.445,1.54686e-007
6.446,1.55065e-007
6.447,1.55443e-007
6.448,1.5582e-007
6.449,1.56197e-007
6.45,1.56573e-007
6.451,1.56949e-007
6.452,1.57324e-007
6.453,1.57699e-007
6.454,1.58073e-007
6.455,1.58446e-007
6.456,1.58819e-007
6.457,1.59192e-007
6.458,1.59564e-007
6.459,1.59935e-007
6.46,1.60306e-007
6.461,1.60676e-007
6.462,1.61046e-007
6.463,1.61415e-007
6.464,1.61783e-007
6.465,1.62151e-007
6.466,1.62518e-007
6.467,1.62885e-007
6.468,1.63251e-007
6.469,1.63617e-007
6.47,1.63982e-007
6.471,1.64346e-007
6.472,1.6471e-007
6.473,1.65073e-007
6.474,1.65436e-007
6.475,1.65798e-007
6.476,1.66159e-007
6.477,1.6652e-007
6.478,1.66881e-007
6.479,1.6724e-007
6.48,1.67599e-007
6.481,1.67958e-007
6.482,1.68316e-007
6.483,1.68673e-007
6.484,1.6903e-007
6.485,1.69386e-007
6.486,1.69741e-007
6.487,1.70096e-007
6.488,1.7045e-007
6.489,1.70804e-007
6.49,1.71157e-007
6.491,1.71509e-007
6.492,1.71861e-007
6.493,1.72212e-007
6.494,1.72563e-007
6.495,1.72913e-007
6.496,1.73262e-007
6.497,1.73611e-007
6.498,1.73959e-007
6.499,1.74306e-007
6.5,1.74653e-007
6.501,1.74999e-007
6.502,1.75345e-007
6.503,1.7569e-007
6.504,1.76034e-007
6.505,1.76377e-007
6.506,1.7672e-007
6.507,1.77063e-007
6.508,1.77404e-007
6.509,1.77745e-007
6.51,1.78086e-007
6.511,1.78425e-007
6.512,1.78765e-007
6.513,1.79103e-007
6.514,1.79441e-007
6.515,1.79778e-007
6.516,1.80114e-007
6.517,1.8045e-007
6.518,1.80785e-007
6.519,1.8112e-007
6.52,1.81454e-007
6.521,1.81787e-007
6.522,1.82119e-007
6.523,1.82451e-007
6.524,1.82782e-007
6.525,1.83113e-007
6.526,1.83442e-007
6.527,1.83772e-007
6.528,1.841e-007
6.529,1.84428e-007
6.53,1.84755e-007
6.531,1.85081e-007
6.532,1.85407e-007
6.533,1.85732e-007
6.534,1.86056e-007
6.535,1.8638e-007
6.536,1.86703e-007
6.537,1.87025e-007
6.538,1.87347e-007
6.539,1.87668e-007
6.54,1.87988e-007
6.541,1.88308e-007
6.542,1.88626e-007
6.543,1.88945e-007
6.544,1.89262e-007
6.545,1.89579e-007
6.546,1.89895e-007
6.547,1.9021e-007
6.548,1.90524e-007
6.549,1.90838e-007
6.55,1.91151e-007
6.551,1.91464e-007
6.552,1.91776e-007
6.553,1.92087e-007
6.554,1.92397e-007
6.555,1.92707e-007
6.556,1.93015e-007
6.557,1.93323e-007
6.558,1.93631e-007
6.559,1.93938e-007
6.56,1.94243e-007
6.561,1.94549e-007
6.562,1.94853e-007
6.563,1.95157e-007
6.564,1.9546e-007
6.565,1.95762e-007
6.566,1.96064e-007
6.567,1.96365e-007
6.568,1.96665e-007
6.569,1.96964e-007
6.57,1.97262e-007
6.571,1.9756e-007
6.572,1.97857e-007
6.573,1.98154e-007
6.574,1.98449e-007
6.575,1.98744e-007
6.576,1.99038e-007
6.577,1.99331e-007
6.578,1.99624e-007
6.579,1.99916e-007
6.58,2.00207e-007
6.581,2.00497e-007
6.582,2.00787e-007
6.583,2.01075e-007
6.584,2.01363e-007
6.585,2.01651e-007
6.586,2.01937e-007
6.587,2.02223e-007
6.588,2.02508e-007
6.589,2.02792e-007
6.59,2.03075e-007
6.591,2.03358e-007
6.592,2.03639e-007
6.593,2.0392e-007
6.594,2.04201e-007
6.595,2.0448e-007
6.596,2.04759e-007
6.597,2.05037e-007
6.598,2.05314e-007
6.599,2.0559e-007
6.6,2.05865e-007
6.601,2.0614e-007
6.602,2.06414e-007
6.603,2.06687e-007
6.604,2.06959e-007
6.605,2.07231e-007
6.606,2.07502e-007
6.607,2.07772e-007
6.608,2.08041e-007
6.609,2.08309e-007
6.61,2.08576e-007
6.611,2.08843e-007
6.612,2.09109e-007
6.613,2.09374e-007
6.614,2.09638e-007
6.615,2.09902e-007
6.616,2.10164e-007
6.617,2.10426e-007
6.618,2.10687e-007
6.619,2.10947e-007
6.62,2.11206e-007
6.621,2.11465e-007
6.622,2.11723e-007
6.623,2.11979e-007
6.624,2.12236e-007
6.625,2.12491e-007
6.626,2.12745e-007
6.627,2.12999e-007
6.628,2.13251e-007
6.629,2.13503e-007
6.63,2.13754e-007
6.631,2.14004e-007
6.632,2.14253e-007
6.633,2.14502e-007
6.634,2.1475e-007
6.635,2.14996e-007
6.636,2.15242e-007
6.637,2.15487e-007
6.638,2.15732e-007
6.639,2.15975e-007
6.64,2.16217e-007
6.641,2.16459e-007
6.642,2.167e-007
6.643,2.1694e-007
6.644,2.17179e-007
6.645,2.17417e-007
6.646,2.17654e-007
6.647,2.17891e-007
6.648,2.18127e-007
6.649,2.18361e-007
6.65,2.18595e-007
6.651,2.18828e-007
6.652,2.1906e-007
6.653,2.19292e-007
6.654,2.19522e-007
6.655,2.19751e-007
6.656,2.1998e-007
6.657,2.20208e-007
6.658,2.20435e-007
6.659,2.20661e-007
6.66,2.20886e-007
6.661,2.2111e-007
6.662,2.21333e-007
6.663,2.21556e-007
6.664,2.21777e-007
6.665,2.21998e-007
6.666,2.22217e-007
6.667,2.22436e-007
6.668,2.22654e-007
6.669,2.22871e-007
6.67,2.23087e-007
6.671,2.23303e-007
6.672,2.23517e-007
6.673,2.2373e-007
6.674,2.23943e-007
6.675,2.24154e-007
6.676,2.24365e-007
6.677,2.24575e-007
6.678,2.24784e-007
6.679,2.24992e-007
6.68,2.25199e-007
6.681,2.25405e-007
6.682,2.2561e-007
6.683,2.25814e-007
6.684,2.26018e-007
6.685,2.2622e-007
6.686,2.26422e-007
6.687,2.26622e-007
6.688,2.26822e-007
6.689,2.2702e-007
6.69,2.27218e-007
6.691,2.27415e-007
6.692,2.27611e-007
6.693,2.27806e-007
6.694,2.28e-007
6.695,2.28193e-007
6.696,2.28385e-007
6.697,2.28576e-007
6.698,2.28767e-007
6.699,2.28956e-007
6.7,2.29144e-007
6.701,2.29332e-007
6.702,2.29518e-007
6.703,2.29704e-007
6.704,2.29888e-007
6.705,2.30072e-007
6.706,2.30254e-007
6.707,2.30436e-007
6.708,2.30617e-007
6.709,2.30797e-007
6.71,2.30975e-007
6.711,2.31153e-007
6.712,2.3133e-007
6.713,2.31506e-007
6.714,2.31681e-007
6.715,2.31855e-007
6.716,2.32028e-007
6.717,2.322e-007
6.718,2.32371e-007
6.719,2.32541e-007
6.72,2.3271e-007
6.721,2.32878e-007
6.722,2.33045e-007
6.723,2.33211e-007
6.724,2.33376e-007
6.725,2.33541e-007
6.726,2.33704e-007
6.727,2.33866e-007
6.728,2.34027e-007
6.729,2.34187e-007
6.73,2.34346e-007
6.731,2.34505e-007
6.732,2.34662e-007
6.733,2.34818e-007
6.734,2.34973e-007
6.735,2.35127e-007
6.736,2.35281e-007
6.737,2.35433e-007
6.738,2.35584e-007
6.739,2.35734e-007
6.74,2.35883e-007
6.741,2.36032e-007
6.742,2.36179e-007
6.743,2.36325e-007
6.744,2.3647e-007
6.745,2.36614e-007
6.746,2.36757e-007
6.747,2.36899e-007
6.748,2.3704e-007
6.749,2.3718e-007
6.75,2.37319e-007
6.751,2.37457e-007
6.752,2.37594e-007
6.753,2.3773e-007
6.754,2.37865e-007
6.755,2.37999e-007
6.756,2.38132e-007
6.757,2.38263e-007
6.758,2.38394e-007
6.759,2.38524e-007
6.76,2.38652e-007
6.761,2.3878e-007
6.762,2.38907e-007
6.763,2.39032e-007
6.764,2.39157e-007
6.765,2.3928e-007
6.766,2.39402e-007
6.767,2.39524e-007
6.768,2.39644e-007
6.769,2.39763e-007
6.77,2.39882e-007
6.771,2.39999e-007
6.772,2.40115e-007
6.773,2.4023e-007
6.774,2.40344e-007
6.775,2.40456e-007
6.776,2.40568e-007
6.777,2.40679e-007
6.778,2.40789e-007
6.779,2.40897e-007
6.78,2.41005e-007
6.781,2.41111e-007
6.782,2.41217e-007
6.783,2.41321e-007
6.784,2.41424e-007
6.785,2.41526e-007
6.786,2.41628e-007
6.787,2.41728e-007
6.788,2.41826e-007
6.789,2.41924e-007
6.79,2.42021e-007
6.791,2.42117e-007
6.792,2.42211e-007
6.793,2.42305e-007
6.794,2.42397e-007
6.795,2.42488e-007
6.796,2.42579e-007
6.797,2.42668e-007
6.798,2.42756e-007
6.799,2.42843e-007
6.8,2.42928e-007
6.801,2.43013e-007
6.802,2.43097e-007
6.803,2.43179e-007
6.804,2.43261e-007
6.805,2.43341e-007
6.806,2.4342e-007
6.807,2.43498e-007
6.808,2.43575e-007
6.809,2.43651e-007
6.81,2.43726e-007
6.811,2.43799e-007
6.812,2.43872e-007
6.813,2.43943e-007
6.814,2.44013e-007
6.815,2.44082e-007
6.816,2.4415e-007
6.817,2.44217e-007
6.818,2.44283e-007
6.819,2.44348e-007
6.82,2.44411e-007
6.821,2.44473e-007
6.822,2.44535e-007
6.823,2.44595e-007
6.824,2.44654e-007
6.825,2.44711e-007
6.826,2.44768e-007
6.827,2.44824e-007
6.828,2.44878e-007
6.829,2.44931e-007
6.83,2.44983e-007
6.831,2.45034e-007
6.832,2.45084e-007
6.833,2.45133e-007
6.834,2.4518e-007
6.835,2.45226e-007
6.836,2.45272e-007
6.837,2.45316e-007
6.838,2.45358e-007
6.839,2.454e-007
6.84,2.45441e-007
6.841,2.4548e-007
6.842,2.45518e-007
6.843,2.45555e-007
6.844,2.45591e-007
6.845,2.45626e-007
6.846,2.45659e-007
6.847,2.45692e-007
6.848,2.45723e-007
6.849,2.45753e-007
6.85,2.45782e-007
6.851,2.45809e-007
6.852,2.45836e-007
6.853,2.45861e-007
6.854,2.45885e-007
6.855,2.45908e-007
6.856,2.4593e-007
6.857,2.4595e-007
6.858,2.4597e-007
6.859,2.45988e-007
6.86,2.46005e-007
6.861,2.46021e-007
6.862,2.46035e-007
6.863,2.46049e-007
6.864,2.46061e-007
6.865,2.46072e-007
6.866,2.46082e-007
6.867,2.4609e-007
6.868,2.46097e-007
6.869,2.46104e-007
6.87,2.46109e-007
6.871,2.46112e-007
6.872,2.46115e-007
6.873,2.46116e-007
6.874,2.46116e-007
6.875,2.46115e-007
6.876,2.46113e-007
6.877,2.46109e-007
6.878,2.46105e-007
6.879,2.46099e-007
6.88,2.46092e-007
6.881,2.46083e-007
6.882,2.46073e-007
6.883,2.46063e-007
6.884,2.4605e-007
6.885,2.46037e-007
6.886,2.46023e-007
6.887,2.46007e-007
6.888,2.4599e-007
6.889,2.45972e-007
6.89,2.45952e-007
6.891,2.45931e-007
6.892,2.45909e-007
6.893,2.45886e-007
6.894,2.45862e-007
6.895,2.45836e-007
6.896,2.45809e-007
6.897,2.45781e-007
6.898,2.45751e-007
6.899,2.4572e-007
6.9,2.45689e-007
6.901,2.45655e-007
6.902,2.45621e-007
6.903,2.45585e-007
6.904,2.45548e-007
6.905,2.4551e-007
6.906,2.4547e-007
6.907,2.45429e-007
6.908,2.45387e-007
6.909,2.45344e-007
6.91,2.453e-007
6.911,2.45254e-007
6.912,2.45207e-007
6.913,2.45158e-007
6.914,2.45108e-007
6.915,2.45057e-007
6.916,2.45005e-007
6.917,2.44952e-007
6.918,2.44897e-007
6.919,2.44841e-007
6.92,2.44783e-007
6.921,2.44725e-007
6.922,2.44665e-007
6.923,2.44604e-007
6.924,2.44541e-007
6.925,2.44477e-007
6.926,2.44412e-007
6.927,2.44346e-007
6.928,2.44278e-007
6.929,2.44209e-007
6.93,2.44139e-007
6.931,2.44067e-007
6.932,2.43994e-007
6.933,2.4392e-007
6.934,2.43845e-007
6.935,2.43768e-007
6.936,2.4369e-007
6.937,2.4361e-007
6.938,2.43529e-007
6.939,2.43447e-007
6.94,2.43364e-007
6.941,2.43279e-007
6.942,2.43193e-007
6.943,2.43106e-007
6.944,2.43017e-007
6.945,2.42927e-007
6.946,2.42836e-007
6.947,2.42743e-007
6.948,2.42649e-007
6.949,2.42554e-007
6.95,2.42458e-007
6.951,2.4236e-007
6.952,2.4226e-007
6.953,2.4216e-007
6.954,2.42058e-007
6.955,2.41954e-007
6.956,2.4185e-007
6.957,2.41744e-007
6.958,2.41636e-007
6.959,2.41528e-007
6.96,2.41418e-007
6.961,2.41306e-007
6.962,2.41194e-007
6.963,2.4108e-007
6.964,2.40964e-007
6.965,2.40847e-007
6.966,2.40729e-007
6.967,2.4061e-007
6.968,2.40489e-007
6.969,2.40367e-007
6.97,2.40243e-007
6.971,2.40118e-007
6.972,2.39992e-007
6.973,2.39864e-007
6.974,2.39735e-007
6.975,2.39605e-007
6.976,2.39473e-007
6.977,2.3934e-007
6.978,2.39205e-007
6.979,2.39069e-007
6.98,2.38932e-007
6.981,2.38793e-007
6.982,2.38653e-007
6.983,2.38512e-007
6.984,2.38369e-007
6.985,2.38225e-007
6.986,2.38079e-007
6.987,2.37932e-007
6.988,2.37784e-007
6.989,2.37634e-007
6.99,2.37483e-007
6.991,2.3733e-007
6.992,2.37176e-007
6.993,2.37021e-007
6.994,2.36864e-007
6.995,2.36706e-007
6.996,2.36546e-007
6.997,2.36385e-007
6.998,2.36223e-007
6.999,2.36059e-007
7,2.35894e-007
7.001,2.35727e-007
7.002,2.35559e-007
7.003,2.3539e-007
7.004,2.35219e-007
7.005,2.35047e-007
7.006,2.34873e-007
7.007,2.34698e-007
7.008,2.34521e-007
7.009,2.34343e-007
7.01,2.34164e-007
7.011,2.33983e-007
7.012,2.33801e-007
7.013,2.33617e-007
7.014,2.33432e-007
7.015,2.33245e-007
7.016,2.33057e-007
7.017,2.32868e-007
7.018,2.32677e-007
7.019,2.32485e-007
7.02,2.32291e-007
7.021,2.32096e-007
7.022,2.31899e-007
7.023,2.31701e-007
7.024,2.31501e-007
7.025,2.313e-007
7.026,2.31098e-007
7.027,2.30894e-007
7.028,2.30688e-007
7.029,2.30482e-007
7.03,2.30273e-007
7.031,2.30064e-007
7.032,2.29852e-007
7.033,2.2964e-007
7.034,2.29425e-007
7.035,2.2921e-007
7.036,2.28993e-007
7.037,2.28774e-007
7.038,2.28554e-007
7.039,2.28333e-007
7.04,2.2811e-007
7.041,2.27885e-007
7.042,2.27659e-007
7.043,2.27432e-007
7.044,2.27203e-007
7.045,2.26972e-007
7.046,2.2674e-007
7.047,2.26507e-007
7.048,2.26272e-007
7.049,2.26036e-007
7.05,2.25798e-007
7.051,2.25558e-007
7.052,2.25318e-007
7.053,2.25075e-007
7.054,2.24831e-007
7.055,2.24586e-007
7.056,2.24339e-007
7.057,2.24091e-007
7.058,2.23841e-007
7.059,2.2359e-007
7.06,2.23337e-007
7.061,2.23082e-007
7.062,2.22826e-007
7.063,2.22569e-007
7.064,2.2231e-007
7.065,2.22049e-007
7.066,2.21787e-007
7.067,2.21524e-007
7.068,2.21259e-007
7.069,2.20992e-007
7.07,2.20724e-007
7.071,2.20454e-007
7.072,2.20183e-007
7.073,2.19911e-007
7.074,2.19636e-007
7.075,2.19361e-007
7.076,2.19083e-007
7.077,2.18804e-007
7.078,2.18524e-007
7.079,2.18242e-007
7.08,2.17958e-007
7.081,2.17673e-007
7.082,2.17387e-007
7.083,2.17099e-007
7.084,2.16809e-007
7.085,2.16518e-007
7.086,2.16225e-007
7.087,2.15931e-007
7.088,2.15635e-007
7.089,2.15337e-007
7.09,2.15038e-007
7.091,2.14737e-007
7.092,2.14435e-007
7.093,2.14132e-007
7.094,2.13826e-007
7.095,2.13519e-007
7.096,2.13211e-007
7.097,2.12901e-007
7.098,2.12589e-007
7.099,2.12276e-007
7.1,2.11961e-007
7.101,2.11645e-007
7.102,2.11327e-007
7.103,2.11007e-007
7.104,2.10686e-007
7.105,2.10363e-007
7.106,2.10039e-007
7.107,2.09713e-007
7.108,2.09386e-007
7.109,2.09057e-007
7.11,2.08726e-007
7.111,2.08394e-007
7.112,2.0806e-007
7.113,2.07724e-007
7.114,2.07387e-007
7.115,2.07048e-007
7.116,2.06708e-007
7.117,2.06366e-007
7.118,2.06022e-007
7.119,2.05677e-007
7.12,2.0533e-007
7.121,2.04982e-007
7.122,2.04632e-007
7.123,2.0428e-007
7.124,2.03927e-007
7.125,2.03572e-007
7.126,2.03215e-007
7.127,2.02857e-007
7.128,2.02497e-007
7.129,2.02136e-007
7.13,2.01773e-007
7.131,2.01408e-007
7.132,2.01042e-007
7.133,2.00674e-007
7.134,2.00304e-007
7.135,1.99933e-007
7.136,1.9956e-007
7.137,1.99185e-007
7.138,1.98809e-007
7.139,1.98431e-007
7.14,1.98051e-007
7.141,1.9767e-007
7.142,1.97287e-007
7.143,1.96903e-007
7.144,1.96517e-007
7.145,1.96129e-007
7.146,1.95739e-007
7.147,1.95348e-007
7.148,1.94955e-007
7.149,1.9456e-007
7.15,1.94164e-007
7.151,1.93766e-007
7.152,1.93367e-007
7.153,1.92965e-007
7.154,1.92562e-007
7.155,1.92158e-007
7.156,1.91751e-007
7.157,1.91343e-007
7.158,1.90934e-007
7.159,1.90522e-007
7.16,1.90109e-007
7.161,1.89694e-007
7.162,1.89278e-007
7.163,1.8886e-007
7.164,1.8844e-007
7.165,1.88018e-007
7.166,1.87595e-007
7.167,1.8717e-007
7.168,1.86743e-007
7.169,1.86314e-007
7.17,1.85884e-007
7.171,1.85452e-007
7.172,1.85019e-007
7.173,1.84583e-007
7.174,1.84146e-007
7.175,1.83708e-007
7.176,1.83267e-007
7.177,1.82825e-007
7.178,1.82381e-007
7.179,1.81935e-007
7.18,1.81488e-007
7.181,1.81039e-007
7.182,1.80588e-007
7.183,1.80135e-007
7.184,1.79681e-007
7.185,1.79224e-007
7.186,1.78767e-007
7.187,1.78307e-007
7.188,1.77845e-007
7.189,1.77382e-007
7.19,1.76917e-007
7.191,1.76451e-007
7.192,1.75982e-007
7.193,1.75512e-007
7.194,1.7504e-007
7.195,1.74566e-007
7.196,1.74091e-007
7.197,1.73614e-007
7.198,1.73135e-007
7.199,1.72654e-007
7.2,1.72171e-007
7.201,1.71687e-007
7.202,1.71201e-007
7.203,1.70713e-007
7.204,1.70223e-007
7.205,1.69731e-007
7.206,1.69238e-007
7.207,1.68743e-007
7.208,1.68246e-007
7.209,1.67747e-007
7.21,1.67247e-007
7.211,1.66744e-007
7.212,1.6624e-007
7.213,1.65734e-007
7.214,1.65227e-007
7.215,1.64717e-007
7.216,1.64206e-007
7.217,1.63693e-007
7.218,1.63178e-007
